date debut;date fin;numéro adhérent;contrat;formule;civilité souscripteur;nom;prénom souscripteur;adresse;code postal;ville;adresse mail;téléphone 5;téléphone 2;date souscription;date effet;statut;date dernier statut;périodicité;date début période;date fin période;date dernier avenant;prime ttc;prime cie;taxe;commission
01/02/2019;28/02/2019;A674755;TROPJA1812470;Confort;Monsieur;Nom8522;Christophe;17 CITE EVECHE;59860;Chateaudun;mail8522@yopmail.com;06 72 31 73 11;07 71 60 28 88;19/09/2018;01/10/2018;CONTRAT;21/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A674996;TROPJA1812322;Confort;Madame;Nom8523;Soumbirame;06 rue pierre roche;15300;Chateaudun;;07 53 13 08 50;07 58 78 08 50;19/09/2018;01/10/2018;CONTRAT;19/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A675015;TROPJA1812324;Essentielle;Madame;Nom8524;Maud;6 rue augustin sresnel  batiment 6 Appartement 10 4éme étage;13001;Chateaudun;mail8524@yopmail.com;06 67 78 70 35;06 67 78 70 85;19/09/2018;01/10/2018;CONTRAT;26/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A674758;TROPJA1812296;Essentielle;Monsieur;Nom8525;Rui;13 rue du perevolpette;16230;Baie Mahault;mail8525@yopmail.com;06 15 35 25 83;06 75 81 21 88;19/09/2018;01/10/2018;CONTRAT;06/02/2019;Trimestrielle;26/01/2019;31/03/2019;01/10/2018;31;13,67;3,66;13,67
01/02/2019;28/02/2019;A674654;TROPJA1812289;Confort;Monsieur;Nom8526;Jeremy;10 route Champs De La Ville;57200;St Joseph;mail8526@yopmail.com;06 36 75 70 53;;19/09/2018;01/10/2018;CONTRAT;19/11/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A657165;TROPJA1812297;Essentielle;Madame;Nom8527;Alexandra;36 avenue Du Docteur Vaillant;97232;Valmondois;mail8527@yopmail.com;06 62 30 88 05;;19/09/2018;01/10/2018;CONTRAT;26/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A674643;TROPJA1812288;Essentielle;Madame;Nom8528;Maria;927 rue Saint Nicolas  Bâtiment C;24110;Basse Terre;mail8528@yopmail.com;06 03 07 80 56;;19/09/2018;01/10/2018;MIS_EN_DEMEURE;27/02/2019;Mensuelle;01/01/2019;31/01/2019;01/10/2018;-15,49;-6,83;-1,83;-6,83
01/02/2019;28/02/2019;A674808;TROPJA1812305;Essentielle;Madame;Nom8529;Sylvie;1 rue de l'Eglise;91230;La Saline Les Bains;mail8529@yopmail.com;06 53 81 58 73;06 18 87 18 78;19/09/2018;01/10/2018;CONTRAT;02/02/2019;Mensuelle;01/12/2018;31/12/2018;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A701640;TROPJA1812313;Essentielle;Mademoiselle;Nom8530;Marie jesus;lotissement peter malliet quartier palmene;28200;Comines;mail8530@yopmail.com;06 53 81 58 73;06 18 87 18 78;19/09/2018;01/10/2018;CONTRAT;02/02/2019;Mensuelle;01/01/2019;31/01/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A675062;TROPJA1812335;Confort;Madame;Nom8531;Blandine;11 rue de bourgogne;28200;Ducos;mail8531@yopmail.com;06 53 81 58 73;06 18 87 18 78;19/09/2018;01/10/2018;CONTRAT;02/02/2019;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A675029;TROPJA1812326;Essentielle;Madame;Nom8532;Myriam;10  rue pierre brossolette  petite pointe;28200;Pre En Pail;mail8532@yopmail.com;06 30 33 20 18;;19/09/2018;01/10/2018;CONTRAT;21/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A675063;TROPJA1812334;Confort;Monsieur;Nom8533;Gil nelson;25 rue du Général de Gaule;97122;Pointe A Pitre;mail8533@yopmail.com;06 32 53 36 65;;19/09/2018;01/10/2018;CONTRAT;16/11/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A674449;TROPJA1812307;Essentielle;Madame;Nom8534;Marie-ange;67 rue MOULIN;97480;St Benoit;mail8534@yopmail.com;06 25 05 55 32;01 77 56 86 77;19/09/2018;01/10/2018;CONTRAT_ATTENTE_PIECES;30/01/2019;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A675065;TROPJA1812336;Confort;Madame;Nom8535;Anita;18 place Du vieux puits;95760;Le Robert;mail8535@yopmail.com;06 30 38 55 36;;19/09/2018;01/10/2018;CONTRAT;21/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A674955;TROPJA1812332;Essentielle;Monsieur;Nom8536;Sylvain;quartier de mariniere trinité;97100;Villeneuve Loubet;mail8536@yopmail.com;06 32 17 36 35;;19/09/2018;01/10/2018;CONTRAT;21/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A675078;TROPJA1812342;Confort;Monsieur;Nom8537;Antony yann;POINTE ROYALE;97434;St Hippolyte;mail8537@yopmail.com;06 15 81 81 18;06 71 87 87 78;19/09/2018;01/10/2018;CONTRAT;19/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A675047;TROPJA1812333;Confort;Madame;Nom8538;Marie-elisabeth;8 rue charcot;59560;Paris;mail8538@yopmail.com;06 36 36 22 32;;19/09/2018;01/10/2018;CONTRAT;25/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A674131;TROPJA1812310;Essentielle;Monsieur;Nom8539;Valter;rue de neuf moulin  batiment D apt 36;97224;Paris;mail8539@yopmail.com;06 62 15 26 13;;19/09/2018;01/10/2018;CONTRAT_ATTENTE_PIECES;19/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A675058;TROPJA1812330;Essentielle;Madame;Nom8540;Emilie;15 avenue du general leclerc;53140;Agay;mail8540@yopmail.com;06 30 32 68 32;;19/09/2018;01/10/2018;CONTRAT;21/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A675104;TROPJA1812344;Essentielle;Monsieur;Nom8541;Vasile;9 rue De valence;97110;Belleu;mail8541@yopmail.com;06 32 65 25 56;;19/09/2018;01/10/2018;CONTRAT;24/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A675166;TROPJA1812357;Essentielle;Madame;Nom8542;Janine;24 avenue premenade;97470;Le Lamentin;mail8542@yopmail.com;06 36 53 88 26;;19/09/2018;01/10/2018;CONTRAT;24/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A675052;TROPJA1812331;Essentielle;Monsieur;Nom8543;David;12 rue Corneille;97231;Sept Sorts;mail8543@yopmail.com;06 26 86 23 13;06 26 86 28 78;19/09/2018;01/10/2018;CONTRAT;19/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A675054;TROPJA1812329;Essentielle;Madame;Nom8544;Marie-france;1 route  DE CORGENGOUX;6270;Reims;mail8544@yopmail.com;07 78 61 63 58;;19/09/2018;01/10/2018;CONTRAT;19/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A675106;TROPJA1812346;Confort;Monsieur;Nom8545;Thiebaut;RES GUIMAUVE  batiment D ESC 13 APPT 10 PALMISTE;25190;St Martin;;07 83 33 56 16;01 78 07 11 71;20/09/2018;01/10/2018;CONTRAT;21/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A675176;TROPJA1812361;Confort;Madame;Nom8546;Brigitte;rue DES 2 OIES JAMBETTE BEAUSEJOUR;75012;Ste Anne;;06 52 30 36 35;01 71 88 11 05;20/09/2018;01/10/2018;CONTRAT;21/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A675193;TROPJA1812363;Confort;Monsieur;Nom8547;Gerard;LA PLANTE FACE A MAISON SIOUDAN;75012;Le Vauclin;;06 22 15 15 88;07 87 82 82 08;20/09/2018;01/10/2018;CONTRAT;21/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A675131;TROPJA1812351;Confort;Monsieur;Nom8548;Hugues;41 BIS boulevard PAUL LANGEVIN BAT D APT 44;83530;Avezac Prat Lahitte;mail8548@yopmail.com;06 35 00 05 53;;20/09/2018;01/10/2018;CONTRAT;21/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A675203;TROPJA1812365;Essentielle;Madame;Nom8549;Jacqueline;le petit voisinet;2200;Pontoise;mail8549@yopmail.com;06 36 23 11 16;05 86 50 61 18;20/09/2018;01/10/2018;CONTRAT;21/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A675300;TROPJA1812383;Essentielle;Madame;Nom8550;Florence;5 boulevard Camille Saint saëns;97232;Schoelcher;mail8550@yopmail.com;06 61 37 08 02;01 77 80 58 12;20/09/2018;01/10/2018;CONTRAT;24/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A675306;TROPJA1812382;Essentielle;Madame;Nom8551;Marie-dominique;13A rue principal;77260;St Pierre;mail8551@yopmail.com;06 78 56 55 53;;20/09/2018;01/10/2018;CONTRAT;16/11/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A675233;TROPJA1812370;Essentielle;Madame;Nom8552;Laetitia;CHARPENTIER;51100;St Etienne;mail8552@yopmail.com;06 30 31 57 73;05 80 27 58 18;20/09/2018;01/10/2018;CONTRAT;16/11/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A675235;TROPJA1812386;Confort;Monsieur;Nom8553;Teddy;119 rue Jeanne d?arc;97150;Mauriac;mail8553@yopmail.com;06 30 85 83 86;05 80 88 10 81;20/09/2018;01/10/2018;CONTRAT;15/10/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A674634;TROPJA1812384;Essentielle;Madame;Nom8554;Angelique;allee zone artisanal le pavé;97180;Aiguillon;mail8554@yopmail.com;06 36 00 31 78;;20/09/2018;01/10/2018;CONTRAT;24/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A675161;TROPJA1812356;Essentielle;Madame;Nom8555;Isabelle;9 impasse du grand hotel  bat 9 appt 96;97280;Le Lamentin;mail8555@yopmail.com;06 82 25 50 15;;20/09/2018;01/10/2018;CONTRAT;24/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A675238;TROPJA1812371;Confort;Monsieur;Nom8556;Sully;chemin DES SOURCES QUARTIER DESMARINIERES;65130;Longjumeau;mail8556@yopmail.com;06 13 20 31 03;06 78 20 87 08;20/09/2018;01/10/2018;CONTRAT;20/09/2018;Mensuelle;01/01/2019;31/01/2019;01/11/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A675240;TROPJA1812374;Confort;Monsieur;Nom8557;Didier edm;10 rue du general de gaulle;95300;Loupershouse;mail8557@yopmail.com;06 36 26 11 61;05 86 85 08 78;20/09/2018;01/10/2018;CONTRAT;25/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A675377;TROPJA1812477;Confort;Madame;Nom8558;Ingeborg;17 rue jules guesde;97233;Le Coteau;mail8558@yopmail.com;06 36 31 10 35;05 86 78 26 87;20/09/2018;01/10/2018;CONTRAT;24/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A675466;TROPJA1812400;Essentielle;Monsieur;Nom8559;Jonathan;19 rue Porte D avignon;97250;Le Morne Vert;;01 27 85 30 81;;20/09/2018;01/10/2018;CONTRAT_ATTENTE_PIECES;20/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A666087;TROPJA1812391;Essentielle;Madame;Nom8560;Messaouda;QTIER CRASSOUS;42100;Paris;mail8560@yopmail.com;06 87 18 31 57;;20/09/2018;01/10/2018;CONTRAT;08/10/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A675245;TROPJA1812373;Confort;Monsieur;Nom8561;Maurice;56 rue ETIENNE SICOT ENCLOS;15200;Le Val D Ajol;mail8561@yopmail.com;06 50 51 31 32;05 27 80 17 77;20/09/2018;01/10/2018;CONTRAT;03/10/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A675259;TROPJA1812376;Confort;Monsieur;Nom8562;Alex;30  rue comtesse de maleyssie;47190;Petit Canal;mail8562@yopmail.com;06 36 71 33 53;;20/09/2018;01/10/2018;CONTRAT;21/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A675737;TROPJA1812509;Confort;Monsieur;Nom8563;Guy;Quartier la haut chemin Laurent appartement n2;97232;Eleu Dit Leauwette;mail8563@yopmail.com;07 63 22 83 55;07 68 22 88 11;20/09/2018;01/10/2018;CONTRAT;20/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A675356;TROPJA1812594;Confort;Madame;Nom8564;Ketty;6 avenue de la fontaine rené;91160;Vierzon;mail8564@yopmail.com;06 07 87 35 85;;20/09/2018;01/10/2018;CONTRAT;24/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A675363;TROPJA1812394;Essentielle;Monsieur;Nom8565;Samir;15 rue De Lannoy;57510;Athis Mons;mail8565@yopmail.com;06 61 82 03 08;07 77 71 75 78;20/09/2018;01/10/2018;CONTRAT;24/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A675359;TROPJA1812393;Essentielle;Madame;Nom8566;Gertrude;7Bis avenue JOUANDIN;42120;Fleury Merogis;;06 36 08 67 0;;20/09/2018;01/10/2018;CONTRAT_ATTENTE_PIECES;20/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A675511;TROPJA1812406;Confort;Madame;Nom8567;Michelline;6/2 Residence emeraude Cité jean lebas;97226;Orange;mail8567@yopmail.com;06 71 50 20 07;01 78 78 80 58;20/09/2018;01/10/2018;CONTRAT;21/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A675428;TROPJA1812397;Essentielle;Monsieur;Nom8568;Remi;31bis rue mazelle appartement : 14;75020;St Louis;mail8568@yopmail.com;03 23 31 50 82;06 71 11 70 21;20/09/2018;01/10/2018;CONTRAT;20/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A675570;TROPJA1812414;Essentielle;Monsieur;Nom8569;Elie;8 place du Morvan;88340;Ste Rose;mail8569@yopmail.com;05 30 30 78 07;06 80 86 27 67;20/09/2018;01/10/2018;CONTRAT;20/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A675442;TROPJA1812398;Essentielle;Monsieur;Nom8570;Nabil;05 chemin des bruyeres;97131;St Nicolas;mail8570@yopmail.com;06 58 25 83 13;;20/09/2018;01/10/2018;CONTRAT;31/10/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A675458;TROPJA1812399;Essentielle;Madame;Nom8571;Magali;2 avenue champollion 1er etg;62300;Morne A L Eau;mail8571@yopmail.com;06 32 52 76 55;02 78 71 77 81;21/09/2018;01/10/2018;CONTRAT;25/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A675553;TROPJA1812412;Essentielle;Monsieur;Nom8572;Mahamat hassan;21 rue  DU VEXIN  bis;18100;Riviere Pilote;mail8572@yopmail.com;06 87 87 02 55;;21/09/2018;01/11/2018;MIS_EN_DEMEURE;27/02/2019;Mensuelle;01/01/2019;31/01/2019;01/11/2018;-15,49;-6,83;-1,83;-6,83
01/02/2019;28/02/2019;A675563;TROPJA1812415;Confort;Monsieur;Nom8573;Daniel;5 rue olivier brillouet;91200;Basse Terre;mail8573@yopmail.com;06 60 33 67 88;;21/09/2018;01/11/2018;CONTRAT;21/09/2018;Mensuelle;01/02/2019;28/02/2019;01/11/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A675517;TROPJA1812468;Confort;Madame;Nom8574;Denise;120 boulevard VASCO DE GAMA;91700;Tourcoing;mail8574@yopmail.com;07 72 11 05 73;07 72 77 01 78;21/09/2018;01/10/2018;CONTRAT;21/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A675612;TROPJA1812424;Confort;Madame;Nom8575;Evelyne;1343 route du geant;84100;La Souterraine;mail8575@yopmail.com;06 32 10 35 53;;21/09/2018;01/10/2018;CONTRAT;25/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A675542;TROPJA1812411;Confort;Madame;Nom8576;Marine;102 RES LES MUSSENDIAS FFRENCH;97450;Champey;mail8576@yopmail.com;06 30 23 13 66;05 80 28 88 57;21/09/2018;01/10/2018;CONTRAT;25/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A675629;TROPJA1812430;Confort;Madame;Nom8577;Jessica;15 rue ANTOINE ARMAGNAC;97115;Marpent;mail8577@yopmail.com;06 15 53 63 13;;21/09/2018;01/10/2018;CONTRAT;24/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A675527;TROPJA1812407;Essentielle;Monsieur;Nom8578;Raymond;31 rue DE LA RATIERE;62223;Port Louis;mail8578@yopmail.com;06 30 31 10 23;;21/09/2018;01/10/2018;CONTRAT;25/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A675582;TROPJA1812419;Confort;Monsieur;Nom8579;David;43 rue Rompe Cul;97111;St Remy Sur Avre;mail8579@yopmail.com;06 36 70 55 31;05 86 77 87 88;21/09/2018;01/10/2018;CONTRAT;25/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A674920;TROPJA1812428;Essentielle;Monsieur;Nom8580;Serge;CALVAIRE;97211;St Remy Sur Avre;mail8580@yopmail.com;06 30 33 33 37;;21/09/2018;01/10/2018;CONTRAT;25/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A675583;TROPJA1812453;Confort;Monsieur;Nom8581;Gerard;RESIDENCE KACHIMEN 3 APP 721;97100;Gap;mail8581@yopmail.com;03 65 50 18 22;;21/09/2018;01/11/2018;CONTRAT;25/09/2018;Mensuelle;01/02/2019;28/02/2019;01/11/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A675531;TROPJA1812457;Confort;Madame;Nom8582;Nellise;8 place de la sapiniere 94470 boissy saint regis;59200;Ales;mail8582@yopmail.com;06 78 25 38 57;08 57 17 02 87;21/09/2018;01/10/2018;MIS_EN_DEMEURE;27/02/2019;Mensuelle;01/01/2019;31/01/2019;01/10/2018;-15,49;-6,83;-1,83;-6,83
01/02/2019;28/02/2019;A675538;TROPJA1812418;Confort;Monsieur;Nom8583;Jean pierre vincent;RES iletes   batiment a esc 2 / apt 5;23300;Le Blanc Mesnil;mail8583@yopmail.com;07 85 65 17 53;07 85 61 77 18;21/09/2018;01/10/2018;CONTRAT;21/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A675663;TROPJA1812429;Confort;Monsieur;Nom8584;Manuel;7 Les narris verts;70400;Paris;;06 15 00 16 65;06 71 00 76 61;21/09/2018;01/10/2018;CONTRAT;21/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A675549;TROPJA1812413;Essentielle;Monsieur;Nom8585;Daquin;23 avenue FRANCOIS MITTERRAND;59164;La Ferte Gaucher;mail8585@yopmail.com;06 30 81 85 17;;21/09/2018;01/10/2018;CONTRAT;25/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A675586;TROPJA1812420;Confort;Monsieur;Nom8586;Christophe;78 rue des ponts;97117;Givors;mail8586@yopmail.com;07 85 02 88 58;;21/09/2018;01/10/2018;SUSPENDU;28/02/2019;Mensuelle;01/10/2018;31/10/2018;01/10/2018;-15,49;-6,83;-1,83;-6,83
01/02/2019;28/02/2019;A675414;TROPJA1812431;Confort;Madame;Nom8587;Laura;8 rue NORMANDIE;28380;Chateauneuf Les Martigues;mail8587@yopmail.com;07 85 02 88 58;;21/09/2018;01/10/2018;SUSPENDU;28/02/2019;Mensuelle;01/11/2018;30/11/2018;01/10/2018;-15,49;-6,83;-1,83;-6,83
01/02/2019;28/02/2019;A675775;TROPJA1812482;Confort;Monsieur;Nom8588;Didier;29 chemin de la procession;28380;Bourget En Huile;;06 63 16 57 27;06 68 76 57 27;21/09/2018;01/10/2018;CONTRAT;21/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A675625;TROPJA1812426;Essentielle;Monsieur;Nom8589;Bertrand;quartier petite france;5000;Ste Anne;mail8589@yopmail.com;07 65 22 33 58;07 61 22 88 18;21/09/2018;01/10/2018;CONTRAT;24/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A675711;TROPJA1812450;Confort;Madame;Nom8590;Sabrina;4 rue DES HIRONDELLES jardins des hirhondelles appt 112 b;30100;Grenoble;;07 85 10 23 65;07 81 70 28 65;21/09/2018;01/10/2018;CONTRAT;21/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A675786;TROPJA1812443;Confort;Monsieur;Nom8591;Yassine;lieu_dit LE PONT CHARTRAIN LE PONT CHARTRAIN;93150;Baie Mahault;mail8591@yopmail.com;07 68 02 57 38;;21/09/2018;01/10/2018;MIS_EN_DEMEURE;27/02/2019;Mensuelle;01/01/2019;31/01/2019;01/10/2018;-7,94;-3,5;-0,94;-3,5
01/02/2019;28/02/2019;A675610;TROPJA1812433;Confort;Madame;Nom8592;Denise;GALLET MALENDURE;75019;Montelimar;;07 51 01 13 83;07 57 07 78 88;21/09/2018;01/10/2018;CONTRAT;21/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A675728;TROPJA1812439;Confort;Monsieur;Nom8593;Xavier;10 Residence Germinal;77320;Claye Souilly;mail8593@yopmail.com;06 78 32 65 82;06 78 82 61 82;22/09/2018;01/10/2018;CONTRAT;22/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A675805;TROPJA1812444;Essentielle;Monsieur;Nom8594;Joel;48 rue LEGITIMUS;69700;St Denis;;07 85 78 53 83;07 81 78 18 88;22/09/2018;01/10/2018;CONTRAT;22/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A675883;TROPJA1812478;Confort;Monsieur;Nom8595;Claude;38 rue RAYMOND MARCHERON;13220;Erome;mail8595@yopmail.com;06 55 30 16 86;;24/09/2018;01/11/2018;CONTRAT;24/09/2018;Mensuelle;01/02/2019;28/02/2019;01/11/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A675745;TROPJA1812448;Confort;Madame;Nom8596;Axelle;boulevard ROUGEOLE;73110;Fort De France;mail8596@yopmail.com;06 36 33 66 36;06 86 88 66 86;24/09/2018;01/10/2018;MIS_EN_DEMEURE;27/02/2019;Mensuelle;01/01/2019;31/01/2019;01/10/2018;-15,49;-6,83;-1,83;-6,83
01/02/2019;28/02/2019;A675826;TROPJA1812462;Confort;Madame;Nom8597;Suzanne;ROUTE DE BOIVIN;97227;Villeurbanne;mail8597@yopmail.com;06 62 65 53 65;;24/09/2018;01/10/2018;CONTRAT;08/10/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A675766;TROPJA1812447;Confort;Monsieur;Nom8598;Maxililien;125 rue russins;38100;Allassac;mail8598@yopmail.com;06 30 31 83 23;;24/09/2018;01/10/2018;MIS_EN_DEMEURE;27/02/2019;Mensuelle;01/01/2019;31/01/2019;01/10/2018;-15,49;-6,83;-1,83;-6,83
01/02/2019;28/02/2019;A675984;TROPJA1812505;Confort;Madame;Nom8599;Christiane;72 allee du Gratadis AGAY;97122;Melun;mail8599@yopmail.com;06 62 56 83 35;;24/09/2018;01/10/2018;CONTRAT;04/10/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
01/02/2019;28/02/2019;A675985;TROPJA1812565;Essentielle;Madame;Nom8600;Marie terese;IM. VIEU N9 ST THERESE 25 AV. BISHOP;26200;Melun;mail8600@yopmail.com;06 50 51 85 57;06 50 17 85 17;24/09/2018;01/10/2018;CONTRAT;24/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;7,94;3,5;0,94;3,5
01/02/2019;28/02/2019;A675831;TROPJA1812473;Confort;Monsieur;Nom8601;Malick rud;12 cours pablo picasso apt 54;77410;St Lys;mail8601@yopmail.com;06 33 33 10 73;;24/09/2018;01/10/2018;CONTRAT;25/09/2018;Mensuelle;01/02/2019;28/02/2019;01/10/2018;15,49;6,83;1,83;6,83
